category,city,resources/contact,resources/descriptionandorserviceprovided,resources/nameoftheorganisation,resources/phonenumber,resources/state
Free Food,Delhi,"http://www.google.com/maps/place/28.4995317,77.2398357","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Co-ed) - G-Block,(Gali No.-12) Sangam Vihar,New Delhi 110080,187 - Sangam Vihar (Central),Sangam Vihar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6761928,77.2828969","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Co-ed) - H-Block,Naveen Shahadra,Delhi,248 - Welcome Colony,Rohtas Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5654429,77.2295358","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Co-ed) - J.J Madi Pur,'F' Block,New Delhi,104 - Madipur,Madipur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7070752,77.2038977","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Co-ed) - Jahangir Puri,EE Block,Delhi,21-Jahangir Puri,Timarpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.8255473,77.1743796","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Co-ed) - Khampur,Delhi,4 - Bakhtawarpur,Nerela",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5654429,77.2295358","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Co-ed) - Kilokari Village,New Delhi,156 - Bhogal,Jangpura",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6606838,77.1360677","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Co-ed) - Kirti Nagar Ind. Area,New Delhi,97 - Kirti Nagar,Moti Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.8119081,77.0934168","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Co-ed) - Kureni,Narela,Delhi,1-Narela,Nerela",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5654429,77.2295358","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Co-ed) - Modi Mill,New Delhi,194 - East of Kailash,Kalkaji",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5337516,77.199704","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Co-ed) - P.T.S. Colony,Malviya Nagar,New Delhi,161 - Malviya Nagar,Malviya Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5654429,77.2295358","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Co-ed) - Prem Nagar (Central Zone),New Delhi,158 - Kotla Mubaraqpur,Kasturba Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.559311,77.1786453","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Co-ed) - R.K.Puram,Sector-12,New Delhi,167 - R.K. Puram,R.K. Puram",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.559311,77.1786453","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Co-ed) - R.K.Puram,Sector-3,New Delhi,166 - Munirka,R.K. Puram",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5584809,77.273908","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Co-ed) - Sarai Julena New Friends Colony,New Delhi,193 - Sri Niwas Puri,Kalkaji",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7396968,77.1373208","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Co-ed) - Sec-18 Rohini,Delhi,57-Rohini Zone,Badli",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5654429,77.2295358","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Co-ed) - Sewa Nagar East,New Delhi,157 - Kasturba Nagar,Kasturba Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7904247,77.1650894","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Girls) - Alipur,Delhi,3-Alipur,Burari",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7267858,77.2703031","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Girls) - Ankur Enclave Karawal Nagar,Delhi,271 - Karawal Nagar (West),Karawal Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7592184,77.0638218","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Girls) - Bawana JJ Colony B1 Block,Delhi,30-Bawana,Bawana",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.705882,77.2785877","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Girls) - Bhagirathi Vihar,Delhi,261 - Jiwan Pur,Gokalpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7004534,77.2591938","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Girls) - Bhajanpura D Block,Delhi,253 - Bhajanpura,Ghonda",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.679208,77.262633","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Girls) - Brahmpuri T Block,Gautam Puri,Delhi,251 - New Usmanpur,Seelampur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6496793,77.2117848","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Girls) - Chand Nagar B Block,New Delhi,107 - Vishnu Garden,Rajouri Garden",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5024665,77.1822734","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Girls) - Chhattar Pur Mandir,New Delhi,174 - Chhattarpur,Chhatarpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.687623,77.268911","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Girls) - Ghonda,Delhi,255 - Ghonda,Ghonda",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7904247,77.1650894","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Girls) - Ibrahim Pur,Delh,7 - Burari,Burari",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6496793,77.2117848","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Girls) - Khajan Basti,Maya Puri,New Delhi,110 - Nangal Rai,Hari Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6496793,77.2117848","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Girls) - M-Block Raghuubir Nagar,New Delhi,102 - Raghubir Nagar,Madipur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5324064,77.3024933","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Girls) - Madanpur Khadar J.J. Phase – II,New Delhi,207 - Madanpur Khadar,Okhla",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.4972973,77.3098845","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Girls) - Molarband Extn.,New Delhi,204 - Molarband,Badarpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6496793,77.2117848","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Girls) - Nangloi Village (Inner),New Delhi,43 - Nangloi East,Nangloi Jat",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7129663,77.2600393","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Girls) - Rajeev Nagar,Khajoori Khas,Delhi,269 - Khazoori Khas,Karawal Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5223266,77.2841538","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Girls) - Sanjay Colony,Okhla Phase-2,New Delhi,200 - Harkesh Nagar,Tughlakabad",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5035273,77.2885302","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Girls) - Transit Camp A Block,near Kalkaji,New Delhi,196 - Kalkaji,Kalkaji",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7246789,77.2235066","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School (Girls) - Wazirabad Village,Delhi,10 - Timarpur,Timarpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6787172,77.2642222","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School No.1 (Girls) - Gautam Puri,Badarpur,New Delhi,203 - Badarpur,Badarpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6393478,77.099497","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School No.2 (Boys) - Deoli,New Delhi,178 - Devli,Deoli",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6393478,77.099497","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School No.2 (Co-ed) - Ramesh Nagar,New Delhi,97 - Kirti Nagar,Moti Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.537349,77.3006888","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School No.2 (Girls) - Jaitpur,P.O.Badarpur,New Delhi,201 - Jaitpur,Badarpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5183848,77.2369229","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School No.2 (Girls) - Sector-6,Dr. Ambedkar Nagar,New Delhi,180 - Dakshin Puri Ext.,Deoli",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5185706,77.2346049","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School No.3 (Girls) - Sector-5,Dr. Ambedkar Nagar,New Delhi,183 - Madangir,Ambedkar Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6792013,77.3090694","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School-Gen. (Co-ed) - Dilshad Garden C-Block,Delhi,241 - Dilshad Garden,Seemapuri",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6864653,77.2939628","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School-Gen. (Co-ed) - G.T. Road Shahadra,Delhi,247 - Ram Nagar,Rohtas Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.573577,77.2722929","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School-Hindi (Girls) - Khizrabad,New Delhi,205 - Zakir Nagar,Okhla",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6640177,77.2711667","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School-Hindi (Girls) - Seelampur Phase-III,Delhi,248 - Welcome Colony,Rohtas Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5566786,77.2871145","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School-Urdu (Boys) - Noor Nagar,New Delhi,206 - Okhla,Okhla",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6822109,77.2691581","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School-Urdu (Girls) - Chouhan Bangar,Delhi,249 - Chauhan Bangar,Seelampur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7126107,77.1781196","Delhi Hunger Relief Centres (Govt. Of Delhi) MCD Primary School,Azadpur Colony,9-Azadpur,Adarsh Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,,"Delhi Hunger Relief Centres (Govt. Of Delhi) MCD School,26-Block,Patel Nagar,New Delhi,Patel Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7002779,77.3002071","Delhi Hunger Relief Centres (Govt. Of Delhi) Meet Nagar,Block B-GGSS,263 - Saboli,Gokalpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6073271,76.9417386","Delhi Hunger Relief Centres (Govt. Of Delhi) Mitraon-G(Co-ed)SSS,140 - Khaira,Najafgarh",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6254887,77.0462886","Delhi Hunger Relief Centres (Govt. Of Delhi) Mohan Garden-GBSSS No.1,125 - Mohan Garden,Uttam Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6251405,77.0462301","Delhi Hunger Relief Centres (Govt. Of Delhi) Mohan Garden-GBSSS No.2,125 - Mohan Garden,Uttam Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.4946702,77.3260785","Delhi Hunger Relief Centres (Govt. Of Delhi) Molar Band,No.2- GGSSS,204 - Molarband,Badarpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.4945854,77.3261979","Delhi Hunger Relief Centres (Govt. Of Delhi) Molar Band,No.2-GBSSS,204 - Molarband,Badarpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6984112,77.0962282","Delhi Hunger Relief Centres (Govt. Of Delhi) Mongolpuri,Block D GBSSS,46 - Mangolpuri East,Mangol puri",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.66526,77.22209","Delhi Hunger Relief Centres (Govt. Of Delhi) Mori Gate Gole Chakar,Kashmere Gate,Chandni Chowk",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6666637,77.2248773","Delhi Hunger Relief Centres (Govt. Of Delhi) Mori Gate Terminal - 1,Kashmere Gate,Chandni Chowk",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.666506,77.224998","Delhi Hunger Relief Centres (Govt. Of Delhi) Mori Gate Terminal - 2,Kashmere Gate,Chandni Chowk",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.66374,77.2198","Delhi Hunger Relief Centres (Govt. Of Delhi) Mori Gate- BVK,Kashmere Gate,Chandni Chowk",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5833178,77.1773679","Delhi Hunger Relief Centres (Govt. Of Delhi) Moti Bagh I-GBSSS,910 - NDMC-Charge No.9B,New Delhi",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.583223,77.1676611","Delhi Hunger Relief Centres (Govt. Of Delhi) Moti Bagh-II,Nanakpura-(Co-Ed)SV,168 - Nanak Pura,R.K. Puram",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6614484,77.1388546","Delhi Hunger Relief Centres (Govt. Of Delhi) Moti Nagar SBV,99 - Moti Nagar,Moti Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7119146,77.0411231","Delhi Hunger Relief Centres (Govt. Of Delhi) Mubarakpur Dabas,No-2,GGSSS,33 - Pratap Vihar,Kirari",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7121814,77.0427189","Delhi Hunger Relief Centres (Govt. Of Delhi) Mubarikpur Dabas-GGSSS,34 - Nithari,Kirari",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7491315,77.1817806","Delhi Hunger Relief Centres (Govt. Of Delhi) Mukund Pur Village - GGSSS,6 - Mukandpur,Burari",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6834881,77.0272086","Delhi Hunger Relief Centres (Govt. Of Delhi) Mundka Village-SKV,30 - Mundka,Mundka",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5599668,77.1697231","Delhi Hunger Relief Centres (Govt. Of Delhi) Munirka,R.K. Puram,R.K. Puram",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.55287,77.1809","Delhi Hunger Relief Centres (Govt. Of Delhi) Munirka near Masjid Sec.- 4,R. K. Puram (Ladies),R.K. Puram,R.K. Puram",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.55296,77.18078","Delhi Hunger Relief Centres (Govt. Of Delhi) Munirka near Masjid Sec.- 4,R. K. Puram (Men),R.K. Puram,R.K. Puram",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5522566,77.1700133","Delhi Hunger Relief Centres (Govt. Of Delhi) Munirka,Sarvodaya(Co-ed) SSS,166 - Munirka,R.K. Puram",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7109252,77.2755967","Delhi Hunger Relief Centres (Govt. Of Delhi) Mustufabad-GBSS,268 - Mustafabad,Mustafabad",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6179567,77.236522","Delhi Hunger Relief Centres (Govt. Of Delhi) N P CO –ED SR. SEC. SCHOOL,TILAK MARG,NEW DELHI.,New Delhi",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.631088,77.2020944","Delhi Hunger Relief Centres (Govt. Of Delhi) N.P. BENGALI GIRLS SR. SEC. SCH. GOLE MARKET,NEW DELHI.,New Delhi",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5736714,77.2160792","Delhi Hunger Relief Centres (Govt. Of Delhi) N.P. CO-ED. SEC. SCH. KIDWAI NAGAR,NEW DELHI.,Kasturba Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6047709,77.2370108","Delhi Hunger Relief Centres (Govt. Of Delhi) N.P.PRY. SCHOOL,KAKA NAGAR,N.D.(WITH NRY. & URDU WING ATTACHED),New Delhi",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6032366,77.0024627","Delhi Hunger Relief Centres (Govt. Of Delhi) Najafgarh,Dharampura-GBSSS,137 - Roshanpura,Najafgarh",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6461592,76.9554378","Delhi Hunger Relief Centres (Govt. Of Delhi) Najafgarh,Jharoda Kalan-GBSSS,139 - Dichaon Kalan,Najafgarh",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6122346,76.9863531","Delhi Hunger Relief Centres (Govt. Of Delhi) Najafgarh,No.2-GBSSS,138 - Nazafgarh,Najafgarh",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.69641,77.31328","Delhi Hunger Relief Centres (Govt. Of Delhi) Nand Nagari,Dilshad Garden,Seemapuri",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6946014,77.313892","Delhi Hunger Relief Centres (Govt. Of Delhi) Nand Nagri,Block E-SBV,243 - Nand Nagri,Seemapuri",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6924289,77.3140061","Delhi Hunger Relief Centres (Govt. Of Delhi) Nand Nagri,Janta Flats-GBSSS,241 - Dilshad Garden,Seemapuri",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.8104463,77.0034335","Delhi Hunger Relief Centres (Govt. Of Delhi) Nangal Thakran-SBV (Ved Pandit Khushi Ram),29-Nangal Thakran,Bawana",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.59064,77.28563","Delhi Hunger Relief Centres (Govt. Of Delhi) Nangli Chilla Khadar Village,Near Mayur Vihar,Patparganj,Trilokpuri",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.59781,77.27946","Delhi Hunger Relief Centres (Govt. Of Delhi) Nangli Khadar,Near Ramchirtr Manas temple Near Mayur vihar,Patparganj,Trilokpuri",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.620676,76.999302","Delhi Hunger Relief Centres (Govt. Of Delhi) Nangli Sakrawati Village- GBSS,Matiala",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6841342,77.06744","Delhi Hunger Relief Centres (Govt. Of Delhi) Nangloi-SBV,43 - Nangloi East,Nangloi Jat",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6852787,77.0661729","Delhi Hunger Relief Centres (Govt. Of Delhi) Nangloi,Phase II-GBSSS,43 - Nangloi East,Nangloi Jat",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6266297,77.1428228","Delhi Hunger Relief Centres (Govt. Of Delhi) Naraina-SKV,152 - Naraina,Rajinder Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6258618,77.1393642","Delhi Hunger Relief Centres (Govt. Of Delhi) Naraina,Ist Shift-SBV,152 - Naraina,Rajinder Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.858257,77.0852828","Delhi Hunger Relief Centres (Govt. Of Delhi) Narela Sector B-4,SV,1-Narela,Nerela",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.8435634,77.0983545","Delhi Hunger Relief Centres (Govt. Of Delhi) Narela,A-10 Pocket-5,RPVV,1-Narela,Nerela",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.60183,77.09292","Delhi Hunger Relief Centres (Govt. Of Delhi) Nasirpur,Near Dwarka,Sagarpur,Dwarka",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7498221,77.1970027","Delhi Hunger Relief Centres (Govt. Of Delhi) Nathupura-GGSSS,7 - Burari,Burari",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.7155043,77.2505111","Delhi Hunger Relief Centres (Govt. Of Delhi) Nav Jeevan Adarsh Pubic School,Gali No.16,A-Block,Part-III,Circular Road,Sonia Vihar Delhi-94,Karawal Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.6364127,77.2014983","Delhi Hunger Relief Centres (Govt. Of Delhi) Navyug School,Peshwa Road,New Delhi",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.5973503,77.197549","Delhi Hunger Relief Centres (Govt. Of Delhi) NDMC PRIMARY SCHOOL,NEAR ASHOKA HOTEL,New Delhi",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.68336,77.14764","Delhi Hunger Relief Centres (Govt. Of Delhi) Near Britainia Chowk,Ram Pura,Tri Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.68324,77.14763","Delhi Hunger Relief Centres (Govt. Of Delhi) Near Britainia Chowk,Ram Pura,Tri Nagar",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.69324,77.32757","Delhi Hunger Relief Centres (Govt. Of Delhi) Near DLF corner road no - 70 new seemapuri,Harsh Vihar,Gokalpur",Govt. of Delhi,,Delhi
Free Food,Delhi,"http://www.google.com/maps/place/28.653964,77.203855","Delhi Hunger Relief Centres (Govt. Of Delhi) Near Idgah Telephone Exchange,Kasabpura,Karol Bagh",Govt. of Delhi,,Delhi
